"","Sector","Company","sentiment_bins","mean_sentiments"
"4441","Financial","Lai Sun Garment (International)",NA,NA
"4442","Consumer Goods","Fingerprint Cards",NA,NA
"4443","Technology","Domo","Moderate_sell",0.4011375
"4444","Technology","Wideopenwest",NA,NA
"4445","Services","International Money Express",NA,NA
"4446","Services","Nordic American Tanker","Moderate_sell",0.448925
"4447","Healthcare","Magenta Therapeutics","Moderate_sell",0.3775
"4448","Financial","Merchants Bancorp","Moderate_buy",0.707575
"4449","Services","Franklin Covey Company",NA,NA
"4450","Services","SpartanNash Co","Moderate_sell",0.341575
"4451","Services","Hoegh LNG Partners",NA,NA
"4452","Healthcare","Frequency Therapeutics",NA,NA
"4453","Technology","AGTech Holdings",NA,NA
"4454","Healthcare","COLTENE Holding AG",NA,NA
"4455","Consumer Goods","Marine Products",NA,NA
"4456","Consumer Goods","PDF Solutions",NA,NA
"4457","Technology","A10 Networks",NA,NA
"4458","Financial","Waterstone Financial",NA,NA
"4459","Materials","Laredo Petroleum","Moderate_buy",0.63
"4460","Healthcare","Prothena","Moderate_sell",0.458325
"4461","Materials","Autoneum Holding AG",NA,NA
"4462","Financial","AG Mortgage",NA,NA
"4463","Utilities","Grupo Aeromexico SA de CV",NA,NA
"4464","Materials","Minera Frisco SAB de CV",NA,NA
"4465","Financial","Gores Holdings III",NA,NA
"4466","Technology","Boingo Wireless","Moderate_sell",0.435275
"4467","Consumer Goods","Inseego",NA,NA
"4468","Healthcare","Avrobio",NA,NA
"4469","Financial","Global Medical REIT",NA,NA
"4470","Consumer Goods","Daqo New Energy","Hold",0.538925
"4471","Healthcare","Voyager Therapeutics",NA,NA
"4472","Healthcare","Amneal Pharmaceuticals","Moderate_sell",0.3723125
"4473","Services","Golden Entertainment",NA,NA
"4474","Services","Ituran Location And Control",NA,NA
"4475","Technology","GTT Communications","Hold",0.48125
"4476","Financial","Independent Bank",NA,NA
"4477","Financial","Franklin Financial Network",NA,NA
"4478","Consumer Goods","Digi International","Hold",0.5129
"4479","Materials","Kelt Exploration",NA,NA
"4480","Services","Hibbett Sports","Hold",0.547625
"4481","Healthcare","Orasure Technologies","Moderate_sell",0.3642
"4482","Services","Boston Omaha",NA,NA
"4483","Consumer Goods","Funko",NA,NA
"4484","Technology","Limelight Networks","Hold",0.577925
"4485","Financial","Pure Acquisition",NA,NA
"4486","Healthcare","Establishment Labs Holdings",NA,NA
"4487","Services","Rite Aid","Moderate_sell",0.3991625
"4488","Healthcare","Replimune Group","Moderate_sell",0.456425
"4489","Consumer Goods","Select Harvests",NA,NA
"4490","Technology","American Software",NA,NA
"4491","Services","Resources Connection","Hold",0.5681
"4492","Technology","Magic Software Enterprises",NA,NA
"4493","Financial","Gamco Investors",NA,NA
"4494","Technology","Greensky",NA,NA
"4495","Financial","Sparx Group Co",NA,NA
"4496","Consumer Goods","Par Technology",NA,NA
"4497","Services","PaySign",NA,NA
"4498","Services","Team",NA,NA
"4499","Consumer Goods","Futurefuel","Hold",0.5396
"4500","Healthcare","Prevail Therapeutics",NA,NA
"4501","Financial","CSI Properties",NA,NA
"4502","Financial","FRP Holdings",NA,NA
"4503","Industrial Goods","Target Hospitality","Hold",0.53085
"4504","Consumer Goods","Virtual Medical International",NA,NA
"4505","Financial","HBT Financial",NA,NA
"4506","Financial","Vostok New Ventures Shs Swedish Depository Receipt Repr 1 Sh",NA,NA
"4507","Materials","Nilfisk Holding",NA,NA
"4508","Technology","Yiren Digital",NA,NA
"4509","Financial","Sterling Bancorp",NA,NA
"4510","Services","United Natural Foods",NA,NA
"4511","Consumer Goods","American Vanguard","Hold",0.5829
"4512","Services","Teekay",NA,NA
"4513","Financial","Capital City Bank",NA,NA
"4514","Healthcare","Morphic Holding","Hold",0.505
"4515","Financial","Five Point Holdings",NA,NA
"4516","Industrial Goods","Yunji","Moderate_sell",0.35
"4517","Healthcare","Molecular Templates","Hold",0.51
"4518","Healthcare","ADVANZ PHARMA",NA,NA
"4519","Industrial Goods","Broadmark Realty Capital",NA,NA
"4520","Technology","Yume No Machi Souzou Iinkai Co",NA,NA
"4521","Financial","Asia Financial Holdings",NA,NA
"4522","Financial","Bank First National",NA,NA
"4523","Financial","Cnb Financial",NA,NA
"4524","Industrial Goods","Powell Industries",NA,NA
"4525","Materials","Pilbara Minerals",NA,NA
"4526","Healthcare","Sorrento Therapeutics","Moderate_buy",0.6741625
"4527","Industrial Goods","Energy Recovery",NA,NA
"4528","Technology","Evolable Asia",NA,NA
"4529","Financial","Global Seed",NA,NA
"4530","Consumer Goods","American Outdoor Brands","Moderate_sell",0.413475
"4531","Industrial Goods","Luxfer",NA,NA
"4532","Services","Chuy's Holdings","Moderate_sell",0.375
"4533","Consumer Goods","Vista Outdoor","Hold",0.525825
"4534","Industrial Goods","Cooper-Standard Holdings",NA,NA
"4535","Materials","Sintokogio",NA,NA
"4536","Technology","Jumia Technologies AG",NA,NA
"4537","Healthcare","Catalyst Pharma","Moderate_sell",0.4098
"4538","Materials","Ramelius Resources",NA,NA
"4539","Financial","FinVolution Group","Hold",0.4761
"4540","Materials","Denbury Resources",NA,NA
"4541","Consumer Goods","Ethan Allen",NA,NA
"4542","Consumer Goods","TSI Holdings Co",NA,NA
"4543","Financial","First Community Bancshares",NA,NA
"4544","Healthcare","Provention Bio",NA,NA
"4545","Consumer Goods","Beazer Homes",NA,NA
"4546","Healthcare","Dynavax",NA,NA
"4547","Healthcare","Crinetics Pharmaceuticals","Hold",0.505
"4548","Industrial Goods","Giordano International",NA,NA
"4549","Healthcare","Columbia Care",NA,NA
"4550","Technology","PointsBet Holdings",NA,NA
"4551","Healthcare","XBiotech",NA,NA
"4552","Services","B2Holding ASA",NA,NA
"4553","Healthcare","Stemline Therapeutics","Hold",0.588325
"4554","Services","The Cato",NA,NA
"4555","General","Petron",NA,NA
"4556","Industrial Goods","SIIC Environment Holdings",NA,NA
"4557","Healthcare","Evolus",NA,NA
"4558","Healthcare","Ardelyx","Moderate_sell",0.38
"4559","Materials","Concentric AB",NA,NA
"4560","Materials","Suncoke Energy",NA,NA
"4561","Services","Triple-S Management",NA,NA
"4562","Consumer Goods","Vishay Precision Group",NA,NA
"4563","Services","Corporacion Interamericana de Entretenimiento SA de CV",NA,NA
"4564","Consumer Goods","Gilat Satellite",NA,NA
"4565","Healthcare","Merus",NA,NA
"4566","Financial","Hometrust Bancshares",NA,NA
"4567","Services","Guozi Zhongyu Capital Holdings Company",NA,NA
"4568","Healthcare","MacroGenics",NA,NA
"4569","Services","Newtek Business",NA,NA
"4570","Utilities","Star Gas Partners","Hold",0.507075
"4571","Financial","Emeco Holdings",NA,NA
"4572","Materials","NexGen Energy","Hold",0.5025
"4573","Financial","Diamond Hill Investment Group",NA,NA
"4574","Materials","Transportadora De Gas Sa Ord B",NA,NA
"4575","Healthcare","Innate Pharma SA",NA,NA
"4576","Services","Lawson Products",NA,NA
"4577","Technology","Qutoutiao","Moderate_sell",0.395
"4578","Healthcare","AdvanSource Biomaterials",NA,NA
"4579","Healthcare","Harpoon Therapeutics","Hold",0.48
"4580","Financial","Hestia Insight",NA,NA
"4581","Services","Petmed Express",NA,NA
"4582","Healthcare","Akorn","Moderate_buy",0.67375
"4583","Healthcare","Sinovac Biotech","Hold",0.5
"4584","Materials","IES Holdings",NA,NA
"4585","Healthcare","Castle Biosciences",NA,NA
"4586","Materials","Haynes International",NA,NA
"4587","Services","The Hackett Group","Hold",0.495
"4588","Services","Honma Golf",NA,NA
"4589","Consumer Goods","USA Technologies","Moderate_sell",0.310875
"4590","Healthcare","Xvivo Perfusion AB",NA,NA
"4591","Services","Guangshen Railway Company",NA,NA
"4592","Financial","Equity Bancshares",NA,NA
"4593","Services","IMF Bentham",NA,NA
"4594","Materials","Teranga Gold",NA,NA
"4595","Materials","Tachi-S Co",NA,NA
"4596","Consumer Goods","Omnova Solutions",NA,NA
"4597","Utilities","America First Tax Exempt",NA,NA
"4598","Financial","Ares Commercial",NA,NA
"4599","Healthcare","Progenics",NA,NA
"4600","Utilities","Cia de Transporte de Energia Electrica",NA,NA
"4601","Services","Tribune Publishing Co","Moderate_sell",0.43
"4602","Consumer Goods","Unifi",NA,NA
"4603","Services","Camping World Holdings",NA,NA
"4604","Consumer Goods","Movado Group","Moderate_sell",0.33085
"4605","Services","Asia Satellite Telecommunications Holdings",NA,NA
"4606","Healthcare","Aptorum Group",NA,NA
"4607","Industrial Goods","Insteel Industries","Hold",0.5493
"4608","Financial","Futu Holdings",NA,NA
"4609","Consumer Goods","Kimball Electronics",NA,NA
"4610","Services","Nuzee",NA,NA
"4611","Consumer Goods","VSE","Hold",0.4975
"4612","Services","TENMA",NA,NA
"4613","Financial","Pennsylvania Real Estate Investment",NA,NA
"4614","Industrial Goods","FinTech Acquisition III",NA,NA
"4615","Technology","Gogo","Hold",0.5365
"4616","Materials","Africa Oil",NA,NA
"4617","Services","Cross Country Healthcare",NA,NA
"4618","Healthcare","SI-Bone",NA,NA
"4619","Financial","Cowen Group",NA,NA
"4620","Industrial Goods","Kogan",NA,NA
"4621","Healthcare","Dermira","Hold",0.4966375
"4622","Healthcare","Camurus AB",NA,NA
"4623","Services","Scorpio Bulkers",NA,NA
"4624","Financial","IRSA Propiedades Comerciales SA",NA,NA
"4625","Financial","Mosaic Acquisition",NA,NA
"4626","Healthcare","Oxford Immunotec","Moderate_sell",0.458325
"4627","Consumer Goods","Delfi",NA,NA
"4628","Financial","Burke & Herbert Bank & Company",NA,NA
"4629","Consumer Goods","Adtran","Moderate_sell",0.325875
"4630","Services","Hawkins",NA,NA
"4631","Healthcare","BioCryst",NA,NA
"4632","Services","Genco Shipping",NA,NA
"4633","Financial","BBX Capital",NA,NA
"4634","Financial","Replay Acquisition",NA,NA
"4635",NA,"XPEL",NA,NA
"4636","Materials","Birchcliff Energy",NA,NA
"4637","Materials","Turk Traktor ve Ziraat Makineleri AS",NA,NA
"4638","Financial","Revere Bank",NA,NA
"4639","Healthcare","Alphatec Holdings","Moderate_buy",0.63245
"4640","Materials","Orocobre",NA,NA
"4641","Consumer Goods","Australian Agricultural Company",NA,NA
"4642","Consumer Goods","Allied Motion Technologies","Moderate_sell",0.43825
"4643","Consumer Goods","Calix",NA,NA
"4644","Technology","Rubicon Project","Moderate_sell",0.447375
"4645","Services","Carriage Services",NA,NA
"4646","Industrial Goods","Kvaerner ASA",NA,NA
"4647","Financial","Tejon Ranch Company","Moderate_sell",0.445025
"4648","Industrial Goods","Gallant Venture",NA,NA
"4649","Technology","Truly International Holdings",NA,NA
"4650","Utilities","Brigham Minerals",NA,NA
"4651","Financial","Farmers National Banc Oh","Moderate_buy",0.625
"4652","Consumer Goods","Amyris","Moderate_sell",0.4425
"4653","Healthcare","Sientra",NA,NA
"4654","Healthcare","Assembly Biosciences",NA,NA
"4655","Services","AS Roma SpA",NA,NA
"4656","Healthcare","ProQR",NA,NA
"4657","Financial","American National Bankshares","Hold",0.5
"4658","Technology","Zix",NA,NA
"4659","Materials","OrganiGram Holdings","Moderate_sell",0.4519125
"4660","Financial","Credito Real SA de CV",NA,NA
"4661","Financial","Cai International","Strong_sell",0.295925
"4662","Financial","Syncora Holdings",NA,NA
"4663","Materials","Whiting Petroleum","Hold",0.481025
"4664","Healthcare","HQDA Elderly Life Network",NA,NA
"4665","Industrial Goods","Miller Industries",NA,NA
"4666","Financial","Spirit Of Texas Bancshares",NA,NA
"4667","Utilities","LAACO",NA,NA
"4668","Services","Owens & Minor",NA,NA
"4669","Financial","Fincera",NA,NA
"4670","Financial","New Frontier",NA,NA
"4671","Financial","Atlantic Capital Bancshares","Hold",0.5
"4672","Financial","Lai Fung Holdings",NA,NA
"4673","Healthcare","Milestone Pharmaceuticals","Hold",0.5
"4674","Industrial Goods","Tupperware",NA,NA
"4675","Industrial Goods","Nampak",NA,NA
"4676","Utilities","Just Energy Group","Moderate_buy",0.66855
"4677","Financial","Donegal Group","Moderate_sell",0.375
"4678","Financial","Global Indemnity",NA,NA
"4679","Services","Care",NA,NA
"4680","Financial","Sierra Bancorp","Moderate_buy",0.625
"4681","Materials","McEwen Mining","Moderate_sell",0.44
"4682","Financial","New England Realty Associates Partnershi","Moderate_sell",0.375
"4683","Services","Pico Far East Holdings",NA,NA
"4684","Technology","Electro Optic Systems Holdings",NA,NA
"4685","Financial","Hingham Institution For Savings",NA,NA
"4686","Services","RISE Education Cayman",NA,NA
"4687","Financial","GAM Holding AG",NA,NA
"4688","Healthcare","TCR2 Therapeutics",NA,NA
"4689","Consumer Goods","361 Degrees International",NA,NA
"4690","Consumer Goods","Camtek",NA,NA
"4691","Technology","PAX Global Technology",NA,NA
"4692","Services","Playags",NA,NA
"4693","Consumer Goods","Sanford",NA,NA
"4694","Materials","NuVista Energy",NA,NA
"4695","Financial","Canaccord Genuity",NA,NA
"4696","Financial","AMERICAN HOTEL",NA,NA
"4697","Services","Codere SA",NA,NA
"4698","Financial","Heritage Insurance Holdings",NA,NA
"4699","Industrial Goods","Sterling Construction","Hold",0.570825
"4700","Healthcare","Biospecifics Technologies",NA,NA
"4701","Services","AFC Ajax",NA,NA
"4702","Financial","Rural Funds Group",NA,NA
"4703","Financial","Sculptor Capital Management",NA,NA
"4704","Materials","Ryerson Holdings",NA,NA
"4705","Services","Haverty Furn Cl A SC",NA,NA
"4706","Technology","Digimarc",NA,NA
"4707","Financial","Century Bancorp",NA,NA
"4708","Financial","Up Fintech Holding","Hold",0.5762
"4709","Technology","Sohu",NA,NA
"4710","Services","500.com",NA,NA
"4711","Financial","Rbb Bancorp",NA,NA
"4712","Consumer Goods","Primo Water",NA,NA
"4713","Materials","Imdex",NA,NA
"4714","Financial","Protector Forsikring ASA",NA,NA
"4715","Utilities","Clean Energy Fuels",NA,NA
"4716","Materials","Largo Resources",NA,NA
"4717","Financial","Bar Harbor Bankshares","Hold",0.532975
"4718","Financial","Landmark Infrastructure","Hold",0.485
"4719","Materials","Xingda International Holdings",NA,NA
"4720","Industrial Goods","Loop Industries",NA,NA
"4721","Financial","West Bancorporation",NA,NA
"4722","Healthcare","RaySearch Laboratories AB",NA,NA
"4723","Healthcare","Indivior",NA,NA
"4724","Healthcare","Utah Medical Products",NA,NA
"4725","Healthcare","SIGA Technologies",NA,NA
"4726","Healthcare","TransMedics Group",NA,NA
"4727","Materials","Energy Resources of Australia",NA,NA
"4728","Services","Cra International",NA,NA
"4729","General","Karoon Energy",NA,NA
"4730","Financial","Capital Southwest","Hold",0.593325
"4731","Financial","Legacy Housing",NA,NA
"4732","Consumer Goods","Himax Technologies","Moderate_buy",0.63
"4733","Services","Accordia Golf",NA,NA
"4734","Technology","I3 Verticals",NA,NA
"4735","Industrial Goods","Lifestyle China Group",NA,NA
"4736","Industrial Goods","Park-Ohio Holdings",NA,NA
"4737","Industrial Goods","Rito Group",NA,NA
"4738","Consumer Goods","Venator Materials",NA,NA
"4739","Services","Haverty","Moderate_sell",0.3822
"4740","Utilities","COSCO SHIPPING International (Hong Kong) Co",NA,NA
"4741","Services","Daily Journal",NA,NA
"4742","Consumer Goods","MagnaChip",NA,NA
"4743","Services","Diplomat Pharmacy","Strong_sell",0.3083
"4744","Healthcare","Meridian Bioscience",NA,NA
"4745","Materials","Pope Resources",NA,NA
"4746","Consumer Goods","NeoPhotonics","Moderate_sell",0.317025
"4747","Financial","Jernigan Capital",NA,NA
"4748","Healthcare","Verrica Pharmaceuticals","Moderate_sell",0.38
"4749","Services","Optinose","Moderate_sell",0.37125
"4750","Industrial Goods","Regalwood Global Energy",NA,NA
"4751","Healthcare","BELLUS Health",NA,NA
"4752","Financial","Dynex Capital","Hold",0.465
"4753","Services","Intelligent Systems",NA,NA
"4754","Utilities","Logistec",NA,NA
"4755","Financial","Greenlight Capital Re",NA,NA
"4756","Financial","Majesco",NA,NA
"4757","Financial","Southern National Bancorp Of Virginia",NA,NA
"4758","Materials","Mechel Steel Group Oao",NA,NA
"4759","Financial","OTC Markets Group",NA,NA
"4760","Financial","Exantas Capital",NA,NA
"4761","Technology","Telaria",NA,NA
"4762","Materials","Mistras Group",NA,NA
"4763","Technology","Rovio Entertainment Oyj",NA,NA
"4764","Technology","Computer Programs and Systems",NA,NA
"4765","Technology","SB Technology",NA,NA
"4766","Services","Lands' End","Hold",0.4868
"4767","Services","American Public Education",NA,NA
"4768","Financial","Guaranty Bancshares",NA,NA
"4769","Consumer Goods","Nampak",NA,NA
"4770","Healthcare","Arcus Biosciences",NA,NA
"4771","Financial","Acamar Partners Acquisition",NA,NA
"4772","Materials","Gulfport Energy",NA,NA
"4773","Consumer Goods","Fossil Group","Moderate_sell",0.4402
"4774","Financial","Cambridge Bancorp",NA,NA
"4775","Financial","Hennessy Capital Acquisition IV",NA,NA
"4776","Healthcare","Compugen",NA,NA
"4777","Industrial Goods","Legacy Acquisition",NA,NA
"4778","Services","Community Health","Moderate_sell",0.3761
"4779","Industrial Goods","Modine",NA,NA
"4780","Financial","Enterprise Bancorp",NA,NA
"4781","Healthcare","MediPharm Labs",NA,NA
"4782","Healthcare","Recro Pharma",NA,NA
"4783","Technology","Tobii AB",NA,NA
"4784","Consumer Goods","CES Energy Solutions",NA,NA
"4785","Financial","Canandaigua National",NA,NA
"4786","General","Carnarvon Petroleum",NA,NA
"4787","Healthcare","Rigel",NA,NA
"4788","Consumer Goods","Vera Bradley","Hold",0.48245
"4789","Financial","Metropolitan Bank Holding","Hold",0.499625
"4790","Healthcare","Lexicon Pharmaceuticals","Moderate_sell",0.37
"4791","Consumer Goods","Clarus","Hold",0.4857
"4792","Materials","Gran Tierra Energy",NA,NA
"4793","Services","Rosetta Stone",NA,NA
"4794","Services","COOKPAD",NA,NA
"4795","Financial","Regional Management",NA,NA
"4796","Financial","Act II Global Acquisition",NA,NA
"4797","Healthcare","Cassiopea SpA",NA,NA
"4798","General","PXP Energy",NA,NA
"4799","Materials","Jupiter Mines",NA,NA
"4800","Financial","Invesque",NA,NA
"4801","Industrial Goods","Concord New Energy Group",NA,NA
"4802","Financial","Alerus Financial",NA,NA
"4803","Consumer Goods","Motorcar Parts Of America",NA,NA
"4804","Financial","NI Holdings",NA,NA
"4805","Healthcare","Puma Biotechnology",NA,NA
"4806","Materials","Grana y Montero SAA",NA,NA
"4807","Financial","Graf Industrial",NA,NA
"4808","Financial","Old Second Bancorp",NA,NA
"4809","Financial","Red River Bancshares","Moderate_buy",0.6225
"4810","Industrial Goods","NN",NA,NA
"4811","Financial","Bridgewater Bancshares",NA,NA
"4812","Financial","CF Finance Acquisition",NA,NA
"4813","Materials","Phoslock Environmental Technologies",NA,NA
"4814","Healthcare","AnaptysBio",NA,NA
"4815","Services","Eagle Bulk Shipping","Hold",0.4975
"4816","Materials","Penn Virginia",NA,NA
"4817","Financial","MetroCity Bankshares",NA,NA
"4818","Financial","HCI Group",NA,NA
"4819","Financial","Oppenheimer Holdings",NA,NA
"4820","Financial","Macatawa Bank",NA,NA
"4821","Financial","AdaptHealth",NA,NA
"4822","Industrial Goods","Tecnoglass",NA,NA
"4823","Services","Village Super Market",NA,NA
"4824","Materials","Sprague Resources",NA,NA
"4825","Industrial Goods","NRC Group ASA",NA,NA
"4826","Financial","Peoples Financial Services",NA,NA
"4827","Materials","US Silica Holdings","Strong_sell",0.24015
"4828","Services","Macromill",NA,NA
"4829","Consumer Goods","Seneca Foods",NA,NA
"4830","Services","Hypebeast",NA,NA
"4831","Financial","Fairfax Africa Holdings",NA,NA
"4832","Materials","Golden Star Resources",NA,NA
"4833","Services","JC Penney","Hold",0.4787375
"4834","Consumer Goods","Clearwater Paper",NA,NA
"4835","Financial","PCSB Financial",NA,NA
"4836","Healthcare","Amag Pharmaceuticals","Moderate_sell",0.422625
"4837","Financial","Citizens",NA,NA
"4838","Industrial Goods","EVI Industries",NA,NA
"4839","Financial","Citizens & Northern","Moderate_sell",0.375
"4840","Materials","Bonanza Creek","Hold",0.598625
"4841","Industrial Goods","Preformed Line Products Company","Moderate_buy",0.644175
"4842","Financial","Dacotah Banks",NA,NA
"4843","Services","Marinemax","Hold",0.516025
"4844","Financial","Orchid Island Capital","Moderate_sell",0.375
"4845","Consumer Goods","Resolute Forest",NA,NA
"4846","Consumer Goods","Calamp Crop",NA,NA
"4847","Services","BTS Group AB",NA,NA
"4848","Financial","Home Bancorp",NA,NA
"4849","Healthcare","Immunovia AB",NA,NA
"4850","Technology","ELMO Software",NA,NA
"4851","Healthcare","Lannett",NA,NA
"4852","Services","LICT",NA,NA
"4853","Healthcare","PDL BioPharma",NA,NA
"4854","Services","Red Robin Gourmet",NA,NA
"4855","Services","Roadrunner Transp","Moderate_sell",0.448325
"4856","Services","Carrols Restaurant Group",NA,NA
"4857","Financial","Willis Lease Finance",NA,NA
"4858","Consumer Goods","Limoneira Co",NA,NA
"4859","Technology","Xunlei",NA,NA
"4860","Consumer Goods","Nam Tai Electronics",NA,NA
"4861","Services","Biglari Holdings",NA,NA
"4862","Utilities","Avance Gas Holding",NA,NA
"4863","General","Senex Energy",NA,NA
"4864","Technology","Integrated Research",NA,NA
"4865","Healthcare","Cellular Biomedicine Group","Moderate_buy",0.63
"4866","Financial","Anworth Mortgage",NA,NA
"4867","Materials","Ciner Resources",NA,NA
"4868","Services","Redbubble",NA,NA
"4869","Healthcare","Osmotica Pharmaceuticals","Moderate_sell",0.3825
"4870","Technology","The Meet Group",NA,NA
"4871","Financial","Yintech Investment Holdings",NA,NA
"4872","Financial","Sabana Shari'ah Compliant Industrial REIT",NA,NA
"4873","Technology","Brightcove",NA,NA
"4874","Financial","DiamondPeak Holdings",NA,NA
"4875","Healthcare","BioLife Solutions",NA,NA
"4876","Healthcare","Beyondspring",NA,NA
"4877","Healthcare","Durect",NA,NA
"4878","Financial","Hallmark Financial Services",NA,NA
"4879","Financial","HarborOne Bancorp",NA,NA
"4880","Utilities","Artesian Resources",NA,NA
"4881","Financial","Pioneer Bancorp",NA,NA
"4882","Consumer Goods","Ufp Technologies","Moderate_buy",0.62
"4883","Services","Donnelley Financial Solutions",NA,NA
"4884","Financial","Southern Missouri Bancorp",NA,NA
"4885","Healthcare","Zynex",NA,NA
"4886","Financial","GWG Holdings",NA,NA
"4887",NA,"Ruhnn Holding","Moderate_sell",0.3400875
"4888","Services","DHX Media","Hold",0.505
"4889","Healthcare","Urovant Sciences",NA,NA
"4890","Utilities","New Fortress Energy",NA,NA
"4891","Consumer Goods","Asaleo Care",NA,NA
"4892","Consumer Goods","Kerur Holdings",NA,NA
"4893","Financial","South Plains Financial",NA,NA
"4894","Industrial Goods","Ranpak Holdings",NA,NA
"4895","Materials","Climeon AB",NA,NA
"4896","Materials","Solaris Oilfield Infrastructure",NA,NA
"4897","Technology","IAR Systems Group AB",NA,NA
"4898","Consumer Goods","Avid Technology",NA,NA
"4899","Utilities","Kimbell Royalty Partners",NA,NA
"4900","Financial","Mutualfirst Financial","Hold",0.53845
"4901","Financial","CNFinance Holdings",NA,NA
"4902","Financial","Summit Financial Group",NA,NA
"4903","Financial","Civista Bancshares","Hold",0.5
"4904","Consumer Goods","Park Electrochemical",NA,NA
"4905","Industrial Goods","Northwest Pipe Company","Moderate_sell",0.3427
"4906","Services","Axactor SE",NA,NA
"4907","Financial","Silvergate Capital",NA,NA
"4908","Consumer Goods","Landec",NA,NA
"4909","Healthcare","Unity Biotechnology",NA,NA
"4910","Consumer Goods","Westport Fuel Systems",NA,NA
"4911","Services","Village Roadshow",NA,NA
"4912","Technology","CooTek (Cayman)",NA,NA
"4913","Services","Cumulus Media",NA,NA
"4914","Healthcare","Relmada Therapeutics",NA,NA
"4915","Services","General Finance",NA,NA
"4916","Materials","CONSOL Energy",NA,NA
"4917","Services","APT Satellite Holdings",NA,NA
"4918","Financial","First Farmers Financial",NA,NA
"4919","Consumer Goods","Distribuidora Internacional de Alimentaci<f3>n SA",NA,NA
"4920","Healthcare","Viewray",NA,NA
"4921","Technology","Megachips",NA,NA
"4922","Consumer Goods","Nacco Industries",NA,NA
"4923","Industrial Goods","OYO",NA,NA
"4924","Healthcare","Pfenex",NA,NA
"4925","Technology","Cellcom Israel","Moderate_buy",0.625
"4926","General","PT Bumi Resources Tbk",NA,NA
"4927","Technology","Cincinnati Bell","Moderate_sell",0.4285
"4928","Services","Diana Shipping","Moderate_sell",0.41845
"4929","Industrial Goods","Nebula Acquisition",NA,NA
"4930","Financial","Business First Bancshares","Hold",0.5
"4931","Financial","Southern First Bancshares",NA,NA
"4932","Consumer Goods","Lydall",NA,NA
"4933","Consumer Goods","DSP Group",NA,NA
"4934","Industrial Goods","Allegro Merger",NA,NA
"4935","Services","Frontera Group",NA,NA
"4936","Consumer Goods","Village Farms International","Moderate_buy",0.62
"4937","Financial","Greenhill",NA,NA
"4938","Consumer Goods","Ribbon Communications","Moderate_sell",0.4584
"4939","Services","Dine Sab de CV",NA,NA
"4940","Financial","Nasb Financial",NA,NA
"4941","Consumer Goods","CVR Partners",NA,NA
"4942","Services","Willdan Group",NA,NA
"4943","Financial","Braemar Hotels & Resorts",NA,NA
"4944","Industrial Goods","Weiqiao Textile Co",NA,NA
"4945","Financial","Irsa Inversiones Y Representaciones SA",NA,NA
"4946","Industrial Goods","Tsutsumi Jewelry Co",NA,NA
"4947","Healthcare","Eiger Biopharmaceuticals",NA,NA
"4948","Materials","California Resources",NA,NA
"4949","Consumer Goods","Craft Brewers Alliance","Moderate_sell",0.4113625
"4950","Healthcare","GenMark",NA,NA
"4951","Services","FRMO",NA,NA
"4952","Industrial Goods","Bio-PAPPEL SAB de CV",NA,NA
"4953","Healthcare","CASI Pharmaceuticals",NA,NA
"4954","Consumer Goods","Sierra Wireless","Hold",0.4861
"4955","Consumer Goods","Celsius Holdings",NA,NA
"4956","Financial","SmartFinancial",NA,NA
"4957","Financial","Starco Brands",NA,NA
"4958","Services","Tsakos Energy","Moderate_sell",0.39
"4959","Financial","Howard Bancorp","Hold",0.5
"4960","Healthcare","Mallinckrodt","Strong_sell",0.2434875
"4961","Services","Suncorporation",NA,NA
"4962","Services","Sportsman's Warehouse","Moderate_sell",0.4023
"4963","Healthcare","Misonix","Hold",0.5
"4964","Services","Nathan's Famous",NA,NA
"4965","Financial","Kansas City Life Insurance Company",NA,NA
"4966","Services","Sun International",NA,NA
"4967","Industrial Goods","Akastor ASA",NA,NA
"4968","Technology","Orbcomm",NA,NA
"4969","Services","Tuniu","Hold",0.47
"4970","Consumer Goods","MasterCraft Boat Holdings",NA,NA
"4971","Services","Hong Kong Television Network",NA,NA
"4972","Healthcare","Medicinova",NA,NA
"4973","Healthcare","Gritstone Oncology","Hold",0.4725
"4974","Materials","Green Plains Partners",NA,NA
"4975","Materials","Polymet Mining",NA,NA
"4976","Materials","Precision Drilling",NA,NA
"4977","Healthcare","Probi AB",NA,NA
"4978","Financial","First Bancorp",NA,NA
"4979",NA,"Akazoo SA",NA,NA
"4980","Financial","Great Ajax",NA,NA
"4981","Healthcare","Avid Bioservices",NA,NA
"4982","Technology","Casa Systems",NA,NA
"4983","Utilities","Cadiz",NA,NA
"4984","Materials","Mesabi Shs",NA,NA
"4985","Financial","Consolidated-Tomoka Land Co","Moderate_sell",0.379625
"4986","Services","American Renal Associates Holdings",NA,NA
"4987","Financial","Capstar Financial Holdings",NA,NA
"4988","Technology","NVE",NA,NA
"4989","Financial","Chaserg Technology Acquisition",NA,NA
"4990","Industrial Goods","Skellerup Holdings",NA,NA
"4991","Healthcare","Kindred Biosciences","Moderate_sell",0.37
"4992","Services","Hoteles City Express SA de CV",NA,NA
"4993","Financial","Auxly Cannabis Group",NA,NA
"4994","Financial","Territorial Bancorp",NA,NA
"4995","Healthcare","Xenon",NA,NA
"4996","Services","StarTek",NA,NA
"4997","Financial","VectoIQ Acquisition",NA,NA
"4998","Materials","Tamarack Valley Energy",NA,NA
